═══════════════════════════════════════════════
  MAZE BLUEPRINT - Architect's Plan
═══════════════════════════════════════════════
Generated: 03/03/2026 20:40:53
Total Walls: 0
Total Torches: 280

═══════════════════════════════════════════════
  WALL POSITIONS
═══════════════════════════════════════════════

═══════════════════════════════════════════════
  TORCH POSITIONS
═══════════════════════════════════════════════
[001] Pos: (39.00, 2.40, 144.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[224] Pos: (111.00, 2.40, 125.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[225] Pos: (159.00, 2.40, 41.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[226] Pos: (75.00, 2.40, 41.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[227] Pos: (111.00, 2.40, 89.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[228] Pos: (141.00, 2.40, 120.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[229] Pos: (159.00, 2.40, 60.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[230] Pos: (111.00, 2.40, 48.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[231] Pos: (11.65, 2.40, 171.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[232] Pos: (3.00, 2.40, 186.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[233] Pos: (63.00, 2.40, 143.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[234] Pos: (99.00, 2.40, 143.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[235] Pos: (162.35, 2.40, 45.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[236] Pos: (144.35, 2.40, 45.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[237] Pos: (77.65, 2.40, 33.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[238] Pos: (84.35, 2.40, 111.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[239] Pos: (48.35, 2.40, 165.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[240] Pos: (111.00, 2.40, 131.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[241] Pos: (15.00, 2.40, 95.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[242] Pos: (186.35, 2.40, 183.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[243] Pos: (114.35, 2.40, 27.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[244] Pos: (15.00, 2.40, 119.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[245] Pos: (165.00, 2.40, 186.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[246] Pos: (102.35, 2.40, 81.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[247] Pos: (81.00, 2.40, 179.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[248] Pos: (177.00, 2.40, 78.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[249] Pos: (149.65, 2.40, 69.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[250] Pos: (87.00, 2.40, 179.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[251] Pos: (39.00, 2.40, 114.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[252] Pos: (153.00, 2.40, 114.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[253] Pos: (129.00, 2.40, 186.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[254] Pos: (123.00, 2.40, 53.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[255] Pos: (78.35, 2.40, 135.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[256] Pos: (135.00, 2.40, 89.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[257] Pos: (186.35, 2.40, 105.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[258] Pos: (147.00, 2.40, 186.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[259] Pos: (117.00, 2.40, 174.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[260] Pos: (111.00, 2.40, 174.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[261] Pos: (39.00, 2.40, 167.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[262] Pos: (119.65, 2.40, 69.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[263] Pos: (167.65, 2.40, 123.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[264] Pos: (63.00, 2.40, 102.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[265] Pos: (23.65, 2.40, 135.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[266] Pos: (138.35, 2.40, 51.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[267] Pos: (132.35, 2.40, 63.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[268] Pos: (83.65, 2.40, 111.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[269] Pos: (41.65, 2.40, 87.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[270] Pos: (36.35, 2.40, 153.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[271] Pos: (51.00, 2.40, -0.35) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[272] Pos: (87.00, 2.40, 84.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[273] Pos: (11.65, 2.40, 63.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[274] Pos: (81.00, 2.40, 35.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[275] Pos: (123.00, 2.40, 83.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[276] Pos: (35.65, 2.40, 177.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[277] Pos: (123.00, 2.40, 96.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[278] Pos: (132.35, 2.40, 45.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[279] Pos: (15.00, 2.40, 18.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[280] Pos: (27.00, 2.40, -0.35) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
