═══════════════════════════════════════════════
  MAZE BLUEPRINT - Architect's Plan
═══════════════════════════════════════════════
Generated: 03/03/2026 20:37:49
Total Walls: 0
Total Torches: 640

═══════════════════════════════════════════════
  WALL POSITIONS
═══════════════════════════════════════════════

═══════════════════════════════════════════════
  TORCH POSITIONS
═══════════════════════════════════════════════
[001] Pos: (42.35, 2.40, 147.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[224] Pos: (63.00, 2.40, 137.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[225] Pos: (39.00, 2.40, 119.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[226] Pos: (54.35, 2.40, 51.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[227] Pos: (21.00, 2.40, 42.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[228] Pos: (159.00, 2.40, 125.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[229] Pos: (165.00, 2.40, 11.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[230] Pos: (150.35, 2.40, 69.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[231] Pos: (119.65, 2.40, 69.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[232] Pos: (12.35, 2.40, 27.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[233] Pos: (99.00, 2.40, 60.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[234] Pos: (18.35, 2.40, 141.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[235] Pos: (15.00, 2.40, 180.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[236] Pos: (129.00, 2.40, 168.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[237] Pos: (101.65, 2.40, 135.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[238] Pos: (27.00, 2.40, 30.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[239] Pos: (149.65, 2.40, 51.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[240] Pos: (33.00, 2.40, 119.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[241] Pos: (105.00, 2.40, 149.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[242] Pos: (65.65, 2.40, 99.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[243] Pos: (41.65, 2.40, 81.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[244] Pos: (165.00, 2.40, 41.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[245] Pos: (147.00, 2.40, 42.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[246] Pos: (95.65, 2.40, 27.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[247] Pos: (63.00, 2.40, 12.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[248] Pos: (15.00, 2.40, 107.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[249] Pos: (87.00, 2.40, 120.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[250] Pos: (45.00, 2.40, 6.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[251] Pos: (51.00, 2.40, 83.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[252] Pos: (81.00, 2.40, 41.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[253] Pos: (156.35, 2.40, 159.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[254] Pos: (123.00, 2.40, 126.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[255] Pos: (36.35, 2.40, 129.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[256] Pos: (111.00, 2.40, 168.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[257] Pos: (129.00, 2.40, 167.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[258] Pos: (144.35, 2.40, 141.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[259] Pos: (165.00, 2.40, 47.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[260] Pos: (69.00, 2.40, 120.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[261] Pos: (186.35, 2.40, 135.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[262] Pos: (165.00, 2.40, 90.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[263] Pos: (119.65, 2.40, 111.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[264] Pos: (149.65, 2.40, 39.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[265] Pos: (117.00, 2.40, 78.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[266] Pos: (105.00, 2.40, 102.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[267] Pos: (57.00, 2.40, 119.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[268] Pos: (113.65, 2.40, 45.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[269] Pos: (186.35, 2.40, 165.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[270] Pos: (57.00, 2.40, 48.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[271] Pos: (42.35, 2.40, 45.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[272] Pos: (135.00, 2.40, 11.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[273] Pos: (27.00, 2.40, 107.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[274] Pos: (96.35, 2.40, 135.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[275] Pos: (72.35, 2.40, 135.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[276] Pos: (179.65, 2.40, 123.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[277] Pos: (119.65, 2.40, 147.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[278] Pos: (129.00, 2.40, 18.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[279] Pos: (77.65, 2.40, 111.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[280] Pos: (135.00, 2.40, 71.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[281] Pos: (105.00, 2.40, 78.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[282] Pos: (45.00, 2.40, 17.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[283] Pos: (53.65, 2.40, 51.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[284] Pos: (35.65, 2.40, 75.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[285] Pos: (162.35, 2.40, 87.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[286] Pos: (-0.35, 2.40, 39.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[287] Pos: (177.00, 2.40, 18.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[288] Pos: (27.00, 2.40, 149.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[289] Pos: (-0.35, 2.40, 21.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[290] Pos: (165.00, 2.40, 167.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[291] Pos: (39.00, 2.40, 137.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[292] Pos: (75.00, 2.40, 162.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[293] Pos: (125.65, 2.40, 93.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[294] Pos: (138.35, 2.40, 135.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[295] Pos: (33.00, 2.40, 149.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[296] Pos: (102.35, 2.40, 81.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[297] Pos: (183.00, 2.40, 174.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[298] Pos: (42.35, 2.40, 51.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[299] Pos: (90.35, 2.40, 141.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[300] Pos: (159.00, 2.40, 6.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[301] Pos: (135.00, 2.40, 137.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[302] Pos: (123.00, 2.40, -0.35) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[303] Pos: (114.35, 2.40, 45.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[304] Pos: (66.35, 2.40, 69.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[305] Pos: (131.65, 2.40, 51.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[306] Pos: (171.00, 2.40, 48.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[307] Pos: (27.00, 2.40, 95.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[308] Pos: (54.35, 2.40, 135.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[309] Pos: (-0.35, 2.40, 75.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[310] Pos: (39.00, 2.40, 96.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[311] Pos: (114.35, 2.40, 129.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[312] Pos: (69.00, 2.40, 126.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[313] Pos: (137.65, 2.40, 153.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[314] Pos: (168.35, 2.40, 27.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[315] Pos: (53.65, 2.40, 129.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[316] Pos: (9.00, 2.40, 150.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[317] Pos: (23.65, 2.40, 87.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[318] Pos: (135.00, 2.40, 72.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[319] Pos: (36.35, 2.40, 45.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[320] Pos: (60.35, 2.40, 45.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[321] Pos: (3.00, 2.40, 65.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[322] Pos: (114.35, 2.40, 33.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[323] Pos: (15.00, 2.40, 71.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[324] Pos: (177.00, 2.40, 101.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[325] Pos: (17.65, 2.40, 105.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[326] Pos: (95.65, 2.40, 75.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[327] Pos: (153.00, 2.40, 155.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[328] Pos: (33.00, 2.40, 150.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[329] Pos: (159.00, 2.40, 66.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[330] Pos: (135.00, 2.40, 41.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[331] Pos: (36.35, 2.40, 87.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[332] Pos: (69.00, 2.40, 60.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[333] Pos: (117.00, 2.40, 107.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[334] Pos: (165.00, 2.40, 155.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[335] Pos: (168.35, 2.40, 123.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[336] Pos: (173.65, 2.40, 147.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[337] Pos: (47.65, 2.40, 45.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[338] Pos: (141.00, 2.40, 65.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[339] Pos: (75.00, 2.40, 119.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[340] Pos: (174.35, 2.40, 33.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[341] Pos: (135.00, 2.40, 90.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[342] Pos: (129.00, 2.40, 17.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[343] Pos: (159.00, 2.40, 186.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[344] Pos: (113.65, 2.40, 87.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[345] Pos: (75.00, 2.40, 102.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[346] Pos: (57.00, 2.40, 11.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[347] Pos: (27.00, 2.40, 12.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[348] Pos: (111.00, 2.40, 143.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[349] Pos: (72.35, 2.40, 153.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[350] Pos: (186.35, 2.40, 99.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[351] Pos: (12.35, 2.40, 171.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[352] Pos: (159.00, 2.40, 150.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[353] Pos: (18.35, 2.40, 141.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[354] Pos: (21.00, 2.40, 180.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[355] Pos: (36.35, 2.40, 135.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[356] Pos: (120.35, 2.40, 69.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[357] Pos: (156.35, 2.40, 123.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[358] Pos: (51.00, 2.40, 59.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[359] Pos: (147.00, 2.40, 23.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[360] Pos: (21.00, 2.40, 186.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[361] Pos: (81.00, 2.40, 29.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[362] Pos: (57.00, 2.40, 29.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[363] Pos: (78.35, 2.40, 111.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[364] Pos: (89.65, 2.40, 159.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[365] Pos: (123.00, 2.40, 186.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[366] Pos: (54.35, 2.40, 21.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[367] Pos: (95.65, 2.40, 75.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[368] Pos: (89.65, 2.40, 63.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[369] Pos: (51.00, 2.40, 35.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[370] Pos: (15.00, 2.40, 149.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[371] Pos: (53.65, 2.40, 135.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[372] Pos: (186.35, 2.40, 57.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[373] Pos: (132.35, 2.40, 51.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[374] Pos: (165.00, 2.40, 144.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[375] Pos: (90.35, 2.40, 147.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[376] Pos: (102.35, 2.40, 81.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[377] Pos: (137.65, 2.40, 99.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[378] Pos: (33.00, 2.40, 186.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[379] Pos: (105.00, 2.40, 12.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[380] Pos: (111.00, 2.40, 95.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[381] Pos: (18.35, 2.40, 27.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[382] Pos: (129.00, 2.40, 125.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[383] Pos: (125.65, 2.40, 117.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[384] Pos: (9.00, 2.40, 120.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[385] Pos: (30.35, 2.40, 69.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[386] Pos: (159.00, 2.40, 66.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[387] Pos: (156.35, 2.40, 123.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[388] Pos: (42.35, 2.40, 123.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[389] Pos: (93.00, 2.40, 186.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[390] Pos: (155.65, 2.40, 171.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[391] Pos: (39.00, 2.40, 138.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[392] Pos: (39.00, 2.40, 53.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[393] Pos: (132.35, 2.40, 147.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[394] Pos: (18.35, 2.40, 105.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[395] Pos: (27.00, 2.40, 11.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[396] Pos: (75.00, 2.40, 137.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[397] Pos: (57.00, 2.40, 143.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[398] Pos: (119.65, 2.40, 111.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[399] Pos: (144.35, 2.40, 105.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[400] Pos: (9.00, 2.40, 24.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[401] Pos: (174.35, 2.40, 153.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[402] Pos: (9.00, 2.40, 161.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[403] Pos: (60.35, 2.40, 57.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[404] Pos: (84.35, 2.40, 57.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[405] Pos: (12.35, 2.40, 171.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[406] Pos: (155.65, 2.40, 165.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[407] Pos: (153.00, 2.40, 155.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[408] Pos: (21.00, 2.40, 180.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[409] Pos: (21.00, 2.40, 126.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[410] Pos: (89.65, 2.40, 63.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[411] Pos: (138.35, 2.40, 135.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[412] Pos: (48.35, 2.40, 57.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[413] Pos: (5.65, 2.40, 69.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[414] Pos: (63.00, 2.40, 5.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[415] Pos: (96.35, 2.40, 153.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[416] Pos: (60.35, 2.40, 45.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[417] Pos: (177.00, 2.40, 78.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[418] Pos: (57.00, 2.40, 12.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[419] Pos: (5.65, 2.40, 165.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[420] Pos: (12.35, 2.40, 111.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[421] Pos: (131.65, 2.40, 153.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[422] Pos: (57.00, 2.40, 77.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[423] Pos: (33.00, 2.40, 24.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[424] Pos: (69.00, 2.40, 30.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[425] Pos: (36.35, 2.40, 129.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[426] Pos: (57.00, 2.40, 144.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[427] Pos: (113.65, 2.40, 99.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[428] Pos: (78.35, 2.40, 159.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[429] Pos: (102.35, 2.40, 45.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[430] Pos: (18.35, 2.40, 141.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[431] Pos: (84.35, 2.40, 117.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[432] Pos: (90.35, 2.40, 21.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[433] Pos: (69.00, 2.40, 96.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[434] Pos: (39.00, 2.40, 5.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[435] Pos: (165.00, 2.40, 101.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[436] Pos: (87.00, 2.40, 150.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[437] Pos: (5.65, 2.40, 81.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[438] Pos: (165.00, 2.40, 143.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[439] Pos: (156.35, 2.40, 153.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[440] Pos: (93.00, 2.40, 41.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[441] Pos: (165.00, 2.40, 66.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[442] Pos: (54.35, 2.40, 69.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[443] Pos: (180.35, 2.40, 21.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[444] Pos: (63.00, 2.40, 89.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[445] Pos: (11.65, 2.40, 99.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[446] Pos: (111.00, 2.40, 173.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[447] Pos: (41.65, 2.40, 27.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[448] Pos: (131.65, 2.40, 21.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
